X6,X8,X15,X1,X12,X7,status_label
-0.31,38.3918,-30.788,7.768,-0.625,4.527,1
37.805,1035.7329,-121.645,298.156,65.431,49.146,1
-393.61,816.8554,-1954.203,487.29,-294.136,38.884,1
-22.608,13.7573,-334.67,20.145,-22.927,0.393,1
-4.551,0.7795,-41.504,0.62,0.155,0.0,1
-0.289,3.0274,0.698,2.178,-0.45,0.003,0
-14.142,97.0013,-94.41,9.503,-11.022,0.128,0
30.369,1039.7509,-115.809,95.576,78.261,54.834,1
-80.868,353.8997,-377.58,67.935,-27.257,22.281,0
-56.026,42.1625,-218.754,35.585,-2.639,18.685,0
21.413,422.2462,139.88,166.729,28.537,0.0,1
0.18,3.6575,-4.286,7.668,0.547,0.635,1
-1.567,0.7235,-2.62,4.978,-1.516,3.532,0
-10.48,63.1684,-6.494,70.656,-12.982,1.504,1
-68.3,3097.188,2112.1,1249.6,-62.9,245.8,1
-13.622,1767.7748,-25.214,281.453,1.758,53.521,1
511.047,9551.0904,2593.475,924.991,773.687,400.988,0
-8.47,34.6959,-34.749,54.318,-9.444,1.941,1
7.103,127.4902,-46.923,32.635,10.667,11.389,0
116.617,1991.3689,48.812,365.345,142.619,103.02,1
-0.018,101.3768,-51.533,29.599,4.746,16.084,1
-0.387,17.7735,-40.326,0.193,-0.371,0.006,0
7.046,82.0272,13.041,23.48,10.528,10.678,1
41.868,891.4754,273.278,671.534,154.429,316.568,0
2.056,55.1244,11.409,40.077,1.312,6.983,1
-7.489,53.7869,-42.861,9.137,-6.888,5.289,1
-12.111,2.0692,-21.617,2.137,-1.305,0.77,1
2399.0,60792.679,9823.0,7597.0,3888.0,4786.0,0
5.611,183.4671,320.017,192.314,21.192,42.615,0
-37.323,46.1438,-31.574,512.034,-37.514,0.0,0
-138.3,1291.68,-447.0,959.0,15.5,444.5,1
-3.428,5.6913,-13.248,0.19,-3.303,0.013,0
-4.35,18.2168,-187.143,4.918,-8.107,1.272,1
3058.0,82055.9635,9897.0,8115.0,2554.0,2204.0,0
57.96,1695.6218,72.766,234.893,80.676,49.518,0
-16.069,366.75,-67.476,92.274,-18.184,6.855,1
33.149,2948.5803,-693.183,277.101,34.609,81.945,0
4.37,532.7668,89.598,321.7,35.665,215.597,0
-4.67,45.5254,-44.011,9.796,-6.412,4.734,1
88.509,732.3402,-158.587,219.291,16.094,16.047,0
-12.472,33.4425,-87.625,0.761,-10.957,0.0,1
442.0,18440.92,-3023.0,7815.0,1384.0,2301.0,0
-3.185,1.3045,-34.558,1.097,-3.082,0.153,0
-4.409,46.7584,16.213,97.048,2.878,36.417,0
-1.976,10.9311,-36.358,12.001,-0.518,8.806,1
-78.511,877.734,974.419,1009.124,9.101,414.096,0
-0.57,14.2528,-20.486,1.385,-0.502,0.404,1
-0.829,3.3198,-89.688,3.051,-0.731,0.448,1
-3.85,5.8215,-13.82,22.34,3.802,15.111,0
118.719,1309.728,432.198,817.931,378.951,523.243,1
10.9,532.336,599.0,336.9,39.3,149.3,1
40.702,1102.4378,110.262,209.495,108.081,31.964,0
-31.751,48.887,-64.619,92.464,5.303,40.01,1
-2.464,1.9187,-18.501,8.844,-3.316,3.247,1
26.893,1322.5302,176.213,748.908,-9.028,117.082,1
-5.149,178.5128,-163.881,277.164,36.097,59.168,0
12.139,403.6217,41.323,191.164,43.081,40.358,1
0.456,47.432,7.7,16.498,1.1,5.055,0
12515.0,155666.32,44828.0,21893.0,10457.0,7142.0,0
2431.0,143969.2438,19281.0,6480.0,4795.0,1798.0,0
172.2,3888.8275,15.8,2356.8,436.9,654.4,0
115.778,1307.4807,254.234,115.055,203.853,50.396,1
1.595,95.8765,-3.51,360.572,16.428,211.595,1
230.155,3684.7085,967.06,392.966,398.734,149.844,0
14.834,385.452,48.196,215.846,13.164,23.635,1
-831.4,361.5338,-1257.9,550.8,-94.6,142.3,0
-3.87,13.208,-28.842,27.705,-3.65,5.979,1
-0.42,31.8007,-0.452,0.009,-0.41,0.009,0
-2.192,9.6737,-13.563,11.977,-1.995,3.76,0
300.518,6889.5038,2048.168,1166.544,494.527,326.896,0
19.585,10.334,-16.387,39.362,-5.868,15.758,1
1.162,11.4497,-16.295,44.056,4.705,13.393,0
0.243,6.9512,-19.503,0.063,-0.395,0.038,0
-0.136,1.0278,-6.661,2.577,0.285,1.308,0
-8.847,6.7311,-5.516,76.195,1.572,7.756,1
137.158,4010.7847,-115.66,487.895,206.671,70.5,1
2816.0,49116.32,1758.0,8322.0,5746.0,2451.0,0
-261.306,767.3055,-297.816,154.873,-152.998,49.061,0
-0.957,1534.5995,0.33,110.377,-1.138,17.216,0
-7.577,15.1945,-82.766,4.093,-6.095,0.0,0
-1.389,0.8689,-3.565,1.617,-1.011,0.031,1
-31.751,48.887,-64.619,92.464,5.303,40.01,1
839.0,6442.18,770.0,2476.0,415.0,625.0,0
-10.705,101.639,-455.17,7.684,-6.942,0.2,1
0.478,7.4142,3.539,24.862,-1.005,15.191,0
-14.82,59.3551,-71.927,55.891,32.177,13.961,1
-101.718,194.7736,-332.18,274.1,-11.961,30.122,1
-3.422,9.4977,-17.13,6.271,-3.423,1.814,0
-41.7,3306.3372,1.1,874.8,62.2,133.6,0
60.825,1730.6086,159.542,241.337,100.653,0.0,0
-7.459,38.7141,-18.353,2.796,-5.188,0.267,0
-0.604,475.9336,339.285,370.407,26.687,126.847,0
-5.918,285.3961,-46.307,104.714,-3.95,20.261,1
-40.671,251.3181,-6.529,209.899,21.954,42.389,0
141.138,2077.383,693.826,832.761,265.983,369.907,0
22.619,384.396,110.038,207.703,28.914,49.45,0
0.628,26.7336,-107.731,10.779,0.526,0.0,0
-21.559,3.5641,-168.214,11.309,-6.993,1.942,1
-8.074,38.3475,-28.433,7.227,-8.478,0.838,1
-2.146,2.0173,-21.065,2.419,-2.593,0.026,1
-26.686,25.7413,-90.425,16.716,-19.281,4.373,1
-288.671,181.463,-140.471,655.166,188.742,245.615,1
-89.682,2998.5407,134.771,2533.048,294.949,311.878,1
7.074,32.7781,32.922,57.064,9.704,4.031,1
119.929,1972.9849,-43.979,1058.63,287.112,674.778,1
62.86,1584.7128,137.924,199.082,63.338,59.123,0
29.174,868.3186,33.948,105.096,45.551,43.256,0
-22.897,40.4335,-740.875,121.084,8.327,51.348,0
8.19,111.834,6.503,52.317,19.773,45.581,1
37.977,1490.3982,-51.08,151.042,64.023,26.544,1
-11.572,85.0731,-191.136,12.35,-11.546,1.019,1
-348.664,65.8185,-780.283,373.815,-11.75,213.871,1
1554.0,25459.49,8985.1,4760.1,1678.5,2039.2,0
8.454,106.9063,2.258,20.262,12.433,10.079,1
0.344,31.2184,-56.477,34.403,3.553,23.307,0
-9.693,23.7338,32.553,66.647,-6.847,18.527,1
-0.191,1.2986,-7.216,0.005,-0.191,0.0,0
22.287,351.339,36.302,362.211,29.859,149.652,0
-0.367,7.0379,-9.87,0.059,-0.313,0.0,0
-129.253,18.8735,105.646,533.727,-112.981,19.715,1
229.9,3359.0927,747.4,923.5,457.1,250.1,0
34.802,894.4286,152.81,160.543,57.672,20.532,0
40.874,257.1613,-224.472,104.099,78.688,47.858,0
8.454,106.9063,2.258,20.262,12.433,10.079,1
-5487.92,700.3845,-6335.551,1025.704,-2285.963,111.593,0
-11.551,32.1066,-27.364,4.261,-10.92,0.208,0
62.447,1146.2631,82.239,311.477,88.39,178.419,0
0.86,4.6238,-5.984,2.458,-0.554,0.0,0
-2737.0,436.6743,-2381.0,7586.0,-44.0,2822.0,1
-21.889,805.8336,-22.578,430.613,20.167,299.936,0
-1.39,10.3108,-5.4,1.874,-1.519,0.014,1
-16.61,292.194,-39.424,39.787,-18.331,1.353,0
1310.284,10348.9392,4755.711,4071.553,2122.043,1000.629,0
-4.395,41.3271,10.124,22.899,-3.511,4.079,1
-2913.142,21.0087,-4246.782,1203.782,-2718.279,135.767,1
0.952,1.695,0.267,32.364,1.993,14.418,0
-0.038,346.6282,-386.943,305.275,17.586,125.889,1
202.972,3677.3407,718.723,431.045,327.871,29.779,1
-2.417,32.3937,-72.306,1.847,-2.036,0.053,1
0.908,21.3146,-5.338,0.304,-0.439,0.0,0
4.665,49.3363,-6.197,31.599,-0.387,21.556,1
58.476,2058.726,7.268,253.238,101.945,48.459,1
217.284,5251.4297,2104.826,2412.044,540.551,350.294,0
-107.0,12711.84,1595.0,7191.0,-60.0,2415.0,0
2058.0,52994.6576,7382.0,17588.0,3220.0,1148.0,0
-0.793,22.7232,-0.816,0.543,-0.594,0.071,0
-11.163,27.5908,0.543,25.887,2.955,6.422,1
-1.258,33.3793,41.45,85.418,4.599,1.321,1
9.076,282.6619,-8.778,89.853,12.466,44.732,0
-410.957,4.391,-542.222,133.402,22.036,90.507,0
-104.373,35.2408,-237.492,55.353,-48.34,14.866,1
-17.316,659.9273,-94.479,144.853,-19.657,20.96,1
-5.239,95.5945,-128.701,58.722,-5.411,26.393,0
-223.5,409.016,795.9,807.1,-53.8,211.1,0
-10.972,72.5748,-87.907,18.439,-11.511,0.424,0
-99.553,135.7045,-84.211,137.225,-56.347,20.785,0
-286.324,21.5472,-282.577,106.129,-7.805,90.513,1
-13.218,26.6823,-87.459,11.238,-12.231,2.007,1
3.853,3355.4066,-327.265,592.161,6.451,53.525,1
17.635,113.6493,-101.533,1.857,19.905,1.272,0
-2.431,73.7848,-8.035,5.847,-2.731,0.338,1
-300.176,198.9,-4881.291,256.656,28.159,60.642,1
-15.01,48.5736,-1207.886,72.66,3.625,8.167,1
-13.094,2.2051,-24.359,2.319,-4.398,2.135,0
20.726,342.755,-204.11,308.989,11.87,33.495,0
-38.58,209.1919,-242.196,161.485,-42.689,3.684,1
5.94,452.8297,1.113,58.458,13.229,26.594,1
0.88,14.054,6.527,34.948,5.324,6.166,1
-2.728,8.228,5.123,31.624,-3.186,0.143,1
5.761,946.4796,1.12,211.783,12.372,8.747,0
-36.441,74.8256,-55.067,73.581,-29.218,21.514,1
-159.022,1418.9795,-444.886,315.674,-208.962,57.643,1
108.9,3344.019,981.1,766.4,290.2,385.8,1
29.9,271.095,262.487,295.513,39.096,155.629,0
29.753,401.8048,543.799,406.099,87.497,169.117,0
58.196,547.3656,239.535,143.364,115.06,78.305,1
253.609,3844.0484,1400.393,4517.474,491.302,2316.932,0
68.597,1313.4442,404.663,563.037,94.181,277.096,0
172.3,6883.162,1.9,1518.4,1024.4,782.4,1
-2.317,33.1669,-54.733,27.128,8.37,13.022,1
-1.694,109.2413,123.767,91.977,-2.96,68.455,0
-431.112,205.1149,-189.486,444.192,-179.606,61.347,1
-13.499,76.5328,-67.887,19.629,-13.933,2.798,0
-104.813,125.56,-967.752,93.951,-1.892,28.634,1
438.0,17790.5,3198.0,6022.0,470.0,3879.0,0
-4.32,9.8142,-65.416,12.572,-1.64,11.189,0
0.431,7.1312,-10.328,1.842,1.417,0.925,1
-2.231,8.4606,-6.961,0.477,-2.225,0.0,0
6.929,39.3034,-0.418,41.432,7.037,8.457,0
-6.981,4.3104,-45.004,3.235,-3.319,0.428,1
-5.511,24.701,32.603,18.192,-5.164,1.179,0
-31.346,58.9125,-168.117,26.138,-31.07,4.274,1
-6.735,25.7153,-13.776,1.281,-3.244,0.041,0
-3.042,83.8305,-11.506,1.54,-3.106,0.159,0
12.139,403.6217,41.323,191.164,43.081,40.358,1
-4.198,1830.1582,-304.926,137.076,59.319,55.052,0
4.899,30.846,51.482,55.317,8.383,0.42,1
-79.224,18.411,-2.879,220.622,20.766,62.529,1
68.3,804.7552,109.6,296.6,102.5,115.7,0
-47.096,27.9312,15.769,189.981,-28.006,55.888,1
-11.015,22.8778,-1179.255,7.385,-4.975,2.438,0
0.755,10.3622,6.308,9.688,5.559,2.862,1
-56.754,12.384,-51.612,226.275,-14.349,121.195,0
-20.37,218.3253,17.354,340.405,-11.415,50.691,1
-314.3,332.808,183.0,279.6,36.2,136.3,1
-178.628,256.4402,82.06,433.795,-82.699,325.855,1
-60.004,522.0604,-87.119,104.571,-48.571,14.403,0
-375.0,3415.0482,-2290.0,7225.0,248.0,2540.0,0
40.532,614.19,-16.136,78.997,57.58,10.418,0
-0.28,0.5012,-0.841,9.938,-0.159,2.295,1
-110.938,318.8275,-174.889,37.334,-66.006,7.96,0
-391.132,139.6978,-455.018,115.965,-299.282,41.852,1
-5.432,141.5233,-7.717,9.054,-6.079,0.249,1
-15.655,38.5742,-140.305,12.559,-12.776,2.316,0
-4.422,31.3844,46.506,75.339,-0.551,26.804,0
-0.947,8.1345,-1.084,9.527,-0.706,6.094,1
27.159,254.2375,34.05,29.206,43.065,10.77,1
631.0,78760.5,1639.0,17490.0,867.0,2134.0,0
7.595,190.5996,47.182,110.578,12.937,46.1,1
65.991,3160.1572,-279.499,1006.346,129.106,439.052,0
68.107,119.367,113.988,161.396,-4.206,6.092,1
0.536,11.2224,3.405,6.716,0.829,1.792,0
-14.517,6.6496,-67.097,1.802,-8.949,1.082,1
-8.541,369.1874,-168.183,92.192,-7.585,15.333,0
-7.489,53.7869,-42.861,9.137,-6.888,5.289,1
-0.573,9.5442,-10.309,2.161,-1.206,1.16,0
3.529,41.5593,26.505,48.762,5.226,29.106,0
-1.4,12.9317,5.667,8.922,-2.46,2.466,0
-23.372,293.2791,-70.447,17.075,-15.291,4.286,1
-0.451,1.8355,-10.753,0.041,-0.394,0.023,1
113.053,1523.6758,548.244,1614.148,321.695,192.008,0
12.266,98.0343,115.786,209.161,40.521,46.275,0
0.43,14.9191,-11.087,15.515,2.456,3.515,0
-27.417,3.9098,-51.203,74.569,-8.023,36.938,1
-1.343,7.109,-14.511,3.353,0.048,0.469,1
15.868,52.9,76.237,25.569,16.167,9.143,0
-38.128,4.8332,-42.465,30.441,-0.68,12.56,1
-643.0,251.1757,-3215.0,1330.0,1508.0,767.0,1
6.891,46.4748,50.077,8.946,4.904,0.714,1
-7.681,149.1935,-138.185,90.079,-8.542,7.305,0
-3.109,11.0599,-65.796,5.441,-1.689,0.865,0
-0.71,1.5126,-2.846,0.183,-0.691,0.16,0
11.923,263.0433,40.002,29.768,32.975,20.918,1
6.67,291.6174,146.892,268.469,17.953,160.525,0
-6.62,43.9222,-31.203,3.007,-3.507,0.385,1
-9.42,58.6138,-58.784,12.457,10.857,2.855,1
-58.383,157.7516,-217.324,23.638,-55.999,14.081,1
82.798,446.5301,241.639,398.378,147.033,9.071,1
-4.569,32.9004,27.081,199.305,-12.51,167.556,1
55.695,329.1872,310.984,679.122,91.692,79.778,0
-33.218,138.8138,-112.454,94.963,-31.531,3.017,1
-0.823,6.9963,-237.147,1.148,-0.667,0.759,0
-3140.0,4466.84,256.0,10244.0,-1002.0,695.0,1
4.477,259.7255,-679.564,424.885,108.085,196.451,1
9.852,220.6864,148.294,104.085,19.403,50.906,0
121.505,2774.9722,-112.226,634.895,213.968,0.0,1
1353.4,33445.8732,7562.5,3301.0,2572.4,1523.2,0
-11.908,48.5875,-37.45,45.284,-10.792,13.365,0
-24.478,259.3135,-151.584,101.464,-23.589,7.058,0
46.877,1985.0885,-641.2,360.573,59.101,50.745,0
4.985,48.137,91.188,119.336,32.507,57.97,0
-13.959,817.5838,131.5,276.153,-7.73,60.666,1
-1.511,12.5577,-409.49,7.13,-0.594,1.406,0
29.06,2482.8194,37.052,213.873,64.389,104.429,0
-2.26,14.488,-8.023,35.947,1.574,14.592,1
-45.192,207.0527,-296.383,130.446,-22.461,65.346,0
42.791,1345.7189,284.133,428.979,78.097,256.574,0
-25.312,25.3127,-346.224,187.494,179.494,47.543,0
345.719,3025.2295,1148.483,416.757,496.735,306.458,0
-38.334,297.0268,39.688,210.509,-27.99,38.592,0
124.3,1257.2231,780.0,785.9,307.1,356.9,0
-34.675,67.4278,-274.201,8.833,-34.298,0.087,0
-394.0,3562.7617,986.0,3327.0,871.0,1781.0,0
-13.205,79.794,-191.922,34.41,-11.805,11.871,1
-8.328,4.5726,-121.762,1.393,-7.031,0.265,0
-5.415,46.317,-23.423,1.281,-6.464,0.049,1
176.296,3562.4972,1460.845,1093.712,348.18,448.382,0
260.373,2957.074,1750.101,796.197,519.432,602.559,0
38.606,790.8985,148.452,116.637,58.671,56.702,0
499.081,4102.8847,2861.901,5971.146,749.325,3367.443,0
49.065,403.1843,289.857,179.631,87.076,110.189,1
81.975,1436.8248,598.682,104.027,112.78,58.813,1
120.627,1889.7552,325.678,527.644,284.476,444.269,0
163.431,10879.677,3003.288,4556.584,913.555,3554.93,0
-57.767,384.5078,-106.715,87.925,-60.822,0.0,1
-74.308,1367.8278,-260.24,443.933,45.729,250.622,1
0.558,5.9544,-10.321,6.086,0.391,1.901,0
-59.771,549.7419,-300.959,84.079,-40.416,50.887,1
4.519,254.2512,-57.228,32.36,0.206,9.554,0
-36.428,297.7786,-129.645,66.689,-0.678,36.68,1
-3.646,1.9079,-5.82,0.063,-3.533,0.0,1
-4.831,1093.775,2.302,613.96,52.068,314.566,0
6.289,91.9425,103.847,97.289,8.612,22.403,1
5.503,54.9942,7.006,21.891,6.424,5.396,1
27.553,425.1324,-342.924,253.223,24.241,38.587,0
420.0,10905.4179,-1543.0,7148.0,2503.0,2687.0,1
-0.315,3.3526,-23.949,1.319,-0.097,0.437,0
-8.351,65.3376,-270.462,34.556,-7.617,9.075,0
-3.916,120.3418,-91.768,58.003,64.729,33.787,0
78.93,1192.819,216.648,284.973,134.152,53.019,0
-16.144,2940.1369,148.9,653.436,98.471,339.018,0
-9.114,516.789,-20.325,118.562,-11.563,4.498,0
-17.096,60.245,-69.893,32.52,-16.712,0.1,0
34.151,563.6043,155.238,193.666,81.349,58.093,0
498.795,15255.5471,1026.505,5366.883,878.09,3857.182,0
-27.531,1198.7638,-210.009,287.849,-26.376,26.221,0
-75.99,102.1844,-125.564,46.463,-78.974,8.164,0
289.0,10251.31,1061.0,1985.0,898.0,806.0,0
-5.941,176.3753,-107.526,6.838,-5.344,0.626,1
27.171,503.289,133.113,193.86,46.913,178.591,0
4.688,78.2623,29.929,31.523,5.217,17.818,0
22.961,236.1456,164.075,357.19,38.667,239.5,0
-46.713,939.18,-198.728,55.029,-48.498,0.236,1
-74.505,1451.4957,1061.477,452.256,13.375,121.591,0
-0.162,5.8604,-53.612,28.288,4.006,12.794,1
-24.877,14.9497,-205.489,21.122,-14.472,10.178,1
1.148,194.58,3.342,59.083,19.985,9.963,0
-118.0,1955.2,-126.0,4837.0,75.0,2394.0,1
31.061,231.8038,95.088,139.952,46.835,20.09,1
-51.087,83.9325,-115.535,62.428,-43.726,3.768,1
-1468.0,2571.1835,-7860.0,6642.0,-745.0,768.0,1
-14.01,4.5519,-71.759,0.434,-1.67,0.248,0
4.387,539.557,9.72,56.015,1.397,29.281,0
